Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2015","2015","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2016","2016","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2017","2017","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2018","2018","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6650","Land under permanent crops","2019","2019","1000 ha","39","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1961","1961","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1962","1962","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1963","1963","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1964","1964","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1965","1965","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1966","1966","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1967","1967","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1968","1968","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1969","1969","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1970","1970","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1971","1971","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1972","1972","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1973","1973","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1974","1974","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1975","1975","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1976","1976","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1977","1977","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1978","1978","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1979","1979","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1980","1980","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1981","1981","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1982","1982","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1983","1983","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1984","1984","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1985","1985","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1986","1986","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1987","1987","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1988","1988","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1989","1989","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1990","1990","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1991","1991","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1992","1992","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1993","1993","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1994","1994","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1995","1995","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1996","1996","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1997","1997","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1998","1998","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","1999","1999","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2000","2000","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2001","2001","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2002","2002","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2003","2003","1000 ha","1","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2004","2004","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2005","2005","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2006","2006","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2007","2007","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2008","2008","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2009","2009","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2010","2010","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2011","2011","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2012","2012","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2013","2013","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2014","2014","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2015","2015","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2016","2016","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2017","2017","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2018","2018","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6655","Land under perm. meadows and pastures","2019","2019","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1990","1990","1000 ha","58.62","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1991","1991","1000 ha","58.594","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1992","1992","1000 ha","58.568","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1993","1993","1000 ha","58.542","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1994","1994","1000 ha","58.516","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1995","1995","1000 ha","58.49","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1996","1996","1000 ha","58.464","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1997","1997","1000 ha","58.438","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1998","1998","1000 ha","58.412","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","1999","1999","1000 ha","58.386","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2000","2000","1000 ha","58.36","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2001","2001","1000 ha","58.334","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2002","2002","1000 ha","58.308","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2003","2003","1000 ha","58.282","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2004","2004","1000 ha","58.256","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2005","2005","1000 ha","58.23","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2006","2006","1000 ha","58.204","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2007","2007","1000 ha","58.178","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2008","2008","1000 ha","58.152","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2009","2009","1000 ha","58.126","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2010","2010","1000 ha","58.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2011","2011","1000 ha","57.48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2012","2012","1000 ha","56.86","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2013","2013","1000 ha","56.24","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2014","2014","1000 ha","55.62","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2015","2015","1000 ha","55","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2016","2016","1000 ha","54.38","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2017","2017","1000 ha","53.76","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2018","2018","1000 ha","53.14","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6646","Forest land","2019","2019","1000 ha","52.52","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1990","1990","million tonnes","5.5519","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1991","1991","million tonnes","5.5494","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1992","1992","million tonnes","5.547","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1993","1993","million tonnes","5.5445","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1994","1994","million tonnes","5.5421","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1995","1995","million tonnes","5.5396","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1996","1996","million tonnes","5.5371","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1997","1997","million tonnes","5.5347","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1998","1998","million tonnes","5.5322","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","1999","1999","million tonnes","5.5297","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2000","2000","million tonnes","5.5273","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2001","2001","million tonnes","5.5248","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2002","2002","million tonnes","5.5224","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2003","2003","million tonnes","5.5199","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2004","2004","million tonnes","5.5174","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2005","2005","million tonnes","5.515","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2006","2006","million tonnes","5.5125","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2007","2007","million tonnes","5.51","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2008","2008","million tonnes","5.5076","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2009","2009","million tonnes","5.5051","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2010","2010","million tonnes","5.5027","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2011","2011","million tonnes","5.4439","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2012","2012","million tonnes","5.3852","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2013","2013","million tonnes","5.3265","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2014","2014","million tonnes","5.2678","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2015","2015","million tonnes","5.2091","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2016","2016","million tonnes","5.1503","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2017","2017","million tonnes","5.0916","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2018","2018","million tonnes","5.0329","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million tonnes","4.9742","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1990","1990","1000 ha","58.62","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1991","1991","1000 ha","58.594","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1992","1992","1000 ha","58.568","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1993","1993","1000 ha","58.542","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1994","1994","1000 ha","58.516","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1995","1995","1000 ha","58.49","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1996","1996","1000 ha","58.464","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1997","1997","1000 ha","58.438","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1998","1998","1000 ha","58.412","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","1999","1999","1000 ha","58.386","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2000","2000","1000 ha","58.36","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2001","2001","1000 ha","58.334","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2002","2002","1000 ha","58.308","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2003","2003","1000 ha","58.282","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2004","2004","1000 ha","58.256","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2005","2005","1000 ha","58.23","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2006","2006","1000 ha","58.204","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2007","2007","1000 ha","58.178","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2008","2008","1000 ha","58.152","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2009","2009","1000 ha","58.126","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","58.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","57.48","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","56.86","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","56.24","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","55.62","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","55","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","54.38","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","53.76","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","53.14","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","52.52","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1990","1990","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1991","1991","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1992","1992","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1993","1993","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1994","1994","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1995","1995","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1996","1996","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1997","1997","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1998","1998","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","1999","1999","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2000","2000","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2001","2001","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2002","2002","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2003","2003","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2004","2004","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2005","2005","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2006","2006","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2007","2007","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2008","2008","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2009","2009","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2010","2010","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2011","2011","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2012","2012","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2013","2013","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2014","2014","1000 ha","0","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2015","2015","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2016","2016","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2017","2017","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2018","2018","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6716","Planted Forest","2019","2019","1000 ha","0","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1961","1961","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1962","1962","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1963","1963","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1964","1964","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1965","1965","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1966","1966","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1967","1967","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1968","1968","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1969","1969","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1970","1970","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1971","1971","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1972","1972","1000 ha","10","F","FAO estimate"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6690","Land area equipped for irrigation","1973","1973","1000 ha","10","F","FAO estimate"
